NPV,Pop_Deficit,Low_Harvest,Worst_Harvest,Variance
-4196.681511956349,0.22756148772985907,68.07,-9.906860857502927,25544.24604146085
-3778.3355392610074,0.2673652062380432,0.0,-152.69873007416118,1038.5464316061891
-4527.337108051206,0.3445337559636471,0.0,-173.17535779582508,951.2901413028482
-2299.1099197118024,0.10441196979178718,90.19,-5.08950127342291,11701.19750578378
-5547.068846550754,0.5185657630478798,0.0,-210.83297010312253,5137.3648544156395
-3307.4789457123015,0.20306652733469535,5.44,-6.468257281735366,26968.117735822987
-564.0306139080847,0.07867448834916753,101.0,-20.753957389125922,1.5505321065008197
-5273.2317921662025,0.5081556363368901,0.0,-229.997157875983,583.3885150529713
-1867.9476856159713,0.10366519836924146,79.02,-2.524634019846562e-92,13059.215039523291
-578.1174993763033,0.08755136151314624,100.25,-9.262633611417591,76.22320281830623
-3255.4447264074734,0.2517204329702939,0.0,-152.71051767657488,3.20097620788878
-2407.4146373059375,0.1769036938579116,0.0,-91.10266006073545,220.66001875661004
-3758.2000966405317,0.2688865473566311,0.0,-112.7547634642156,834.8387361747574
-169.74551776952697,0.057336737456103036,101.0,-7.157536874527177,0.04256893577979026
-5151.827974410176,0.4172425232744868,0.0,-129.79844950727474,4255.668774256962
-4166.377919235857,0.2939440227151529,1.19,-68.28952005008729,4864.200740000987
-5237.050722034483,0.4279040368858906,0.0,-153.10594549986388,6306.861640316065
-5462.011716420233,0.48433939983186614,0.0,-191.03932717523668,4322.656798494407
-3320.2530102804344,0.23269128233948808,1.01,-84.5849967759468,1317.5904540190934
-1055.9060115220266,0.10347102379617018,101.0,-50.354236803302484,0.11657093940304553
-228.4972783739617,0.06016768171772088,101.0,-9.953930096224086,0.048784158690564204
-2388.8111670642743,0.17931010601459296,0.0,-108.43601285362189,46.378981229485774
-3242.2613496633803,0.2402034216488475,0.0,-148.91086734171148,43.14870514709247
-3143.1278576625455,0.23942833348881007,0.0,-149.2892140452984,2.9772549628062692
-5557.742532698426,0.565704491983568,0.0,-223.64736607772866,2968.229748473597
-2898.5809026435386,0.20767377363522962,0.0,-122.81685300306225,213.58182656063616
-182.72686361386366,0.05743585072219156,101.0,-5.544896175980498,0.3784430400294743
-5533.32210913263,0.5141601560294868,0.0,-164.52823668326948,4638.527849077445
-4646.489717270496,0.35467321400256396,0.0,-147.36668241397874,1420.5174225503124
-4050.9584641973547,0.2920444103341506,0.0,-95.09040676437344,1736.748404308378
-5566.021891875093,0.5706919169143067,0.0,-211.15553870686705,3920.531927723341
-2469.806580717443,0.19014114000842655,0.0,-117.69288275038029,0.9482285954842321
-3256.3515216067253,0.2509984688452491,0.0,-152.72856516364547,3.2113465013864793
-5349.0081012411065,0.457799905985136,0.0,-158.47187551538332,4007.9070006337947
-736.4996390971406,0.0863794087337989,101.0,-33.462036672791115,3.548416031557859
-4554.398044273931,0.34244118662122297,1.0,-78.02684300722966,3314.967141287232
-1701.417563018763,0.1434845536514157,84.75,-72.07007581640524,5.05820666143694
-3593.856775594586,0.2729877681285766,0.0,-166.35257299054774,38.643184703515146
-5540.234289457029,0.5517907218785073,0.0,-223.8252873983066,3101.960171927127
-1235.483312612703,0.12850876294960187,85.71,-23.965429760298754,128.60800522519492
-1209.7818756795195,0.11324715451694577,101.0,-50.03616603821583,2.9362454231482866
-834.913213951086,0.09257156314905896,101.0,-39.53240973506053,0.02849919514559575
-1117.1726170895606,0.114971855735613,97.51,-48.52619071512534,4859.2427265545875
-1233.5193737236546,0.10886246608391942,8.03,-0.00043322870018650835,6019.056390905424
-1694.5455966835466,0.13994682582199244,101.0,-81.14994728922781,0.16538359591637333
-4741.215375271947,0.4268183115155901,0.0,-222.98568444709846,18.04559409524415
-5273.946330650905,0.44621578556868724,0.0,-188.03083735037188,2758.3698960974925
-3953.685722607561,0.22753703888667248,1.18,-80.31871339074651,8449.725514669299
-2149.196843429055,0.12446973137560674,66.47,-2.434973666003551e-82,21452.742740194226
-4176.507362921052,0.3063650568545842,0.0,-179.7149368219592,871.1857248281315
-4459.28057529184,0.3735887063355844,0.0,-209.03651451653835,17.634206636722794
-2996.47508907522,0.22179991122030923,0.0,-138.78737920742608,24.57840122893708
-1829.3994426751315,0.14615512104242684,40.73,-84.98677159730478,6.524847760495491
-2457.619593335203,0.18661857016218622,0.0,-115.40067684473226,5.139927410127712
-213.50135863470652,0.0697238054401589,92.7,-1.8029009075372266,3018.7426459180087
-3811.941568559811,0.2732826175609866,1.22,-74.92870435466278,1789.772301487141
-4765.160749802857,0.3974184204011915,0.0,-212.6744863658537,197.86724522784948
-4415.223298901297,0.3560504316054679,0.0,-203.98421126404904,69.33486242887257
-1494.3404754821763,0.1362785538940257,100.09,-47.96203178100896,27.35031704059924
-4464.818397749323,0.3097182245528947,0.0,-161.56356926411766,3296.5579695590836
-4380.034095004188,0.3458988209574744,0.0,-198.67165446309872,105.30508412524095
-76.15259208670342,0.05293375307945565,101.0,-2.1365268500874097,0.08070332449174225
-3776.096282419344,0.26422419623925963,0.0,-141.59135688761654,1586.0211176291193
-639.6749848281083,0.08098218899416583,101.0,-28.107002331445532,0.32687577055191114
-3405.0551609624717,0.2573482256992739,0.0,-160.144545065324,8.102043423642272
-2978.3422339191493,0.20981184676725975,2.0,-71.49836140311295,975.1808298679696
-4514.753723248992,0.35066575599637123,0.0,-195.17351082866105,419.6043037272369
-4458.021565444373,0.33038380260377137,0.0,-127.7659103751067,1989.7654231901674
-4013.825080477142,0.25530506063832564,3.96,-5.109512497544278,28239.745221131976
-3934.181864301497,0.31039266110078984,0.0,-186.94219212337183,4.793214505322607
-473.01891215105616,0.07309590336947078,101.0,-22.503311242689406,0.04596433227812773
-2042.9334701898724,0.16086568256721986,0.0,-96.33026342752393,2.8369950182967325
-4324.320978404928,0.3439550094214357,0.0,-199.3829527378771,60.28576892326412
-5457.745976212773,0.4894049847073622,0.0,-212.15193429467695,3296.0392247918858
-1812.0990986976694,0.14663619581230258,3.8,-86.48320988409216,0.37591429385599495
-4641.967961765403,0.38932926865669226,0.0,-214.0924713714431,55.05451102170098
-3291.9085247790476,0.24941133488623352,0.0,-155.9471032857883,4.104938559090158
-1891.4523914166793,0.09156633533948125,94.31,-5.661306876783876,8432.734214087752
-1540.5087424981987,0.1354805310433898,100.12,-54.45618528823134,16.744010835124627
-2618.1910058381127,0.1905935527664598,0.0,-109.33532254957066,175.6737991480226
-1932.5630989079891,0.1075383999972007,78.31,-2.204831095970658e-105,14642.700016512625
-2041.1637279867607,0.09621332261740399,93.69,-5.462751032978091,9604.897754944479
-3544.3533845323086,0.2574294105695078,0.0,-158.02589704418065,263.0869661514346
-1878.229265222627,0.153291019457833,3.0,-88.54343464711845,0.6907183191922688
-3593.5398515449674,0.2730125490298102,0.0,-167.92951784997265,18.79343004386716
-5407.119633139628,0.4504208752014046,0.0,-183.50216113927985,6553.222415087105
-2889.8042612500417,0.19385276555542202,3.91,-10.685111397343949,6872.84604949497
-4821.317236090586,0.3767731155148193,0.0,-124.75629041130799,2232.7147184261403
-2199.923429988564,0.17090359882642162,0.0,-102.71372489147181,9.71137529024178
-1958.763829647174,0.14820359609184142,42.99,-45.611434112680996,331.8596479768218
-4296.937963860395,0.31612838928086956,0.0,-186.72464759088945,830.4618031460428
-5112.614171208171,0.4129168882553016,0.0,-122.13462660703267,3680.3964988424914
-380.63047338675386,0.058281797249368786,89.91,-2.4714211614329735e-33,2327.951291164929
-5487.1258193411095,0.5249614634652763,0.0,-228.6548297504709,2554.2416121184165
-5427.632654359655,0.49228453818462914,0.0,-213.28027242106666,2693.043587087907
-2905.7041693840956,0.20240601780212866,0.0,-111.48845269460993,739.7207521012299
-2375.3235315063457,0.16842618318976152,3.01,-39.85991326334931,1185.3978188014225
-2051.557812047236,0.16142223183351634,0.0,-96.25282732624936,5.308729623818237
-3966.9780316148185,0.2845842898277607,0.0,-148.07091869664174,1049.3837663329275
-3635.4424438986175,0.27136373017560195,0.0,-165.07863178650226,90.08190655324397
-4445.227449824018,0.3706579834224945,0.0,-209.05728569147877,13.718880253546827
-4383.363068146934,0.30441906327268586,0.0,-106.35674592825956,5987.993144934865
-5521.708456269993,0.5027710117108508,0.0,-209.1392211648096,5257.167743910458
-839.0652349445786,0.08539857398463176,99.0,-7.628063381445191,324.7899202619688
-1955.438578763546,0.1349934340553599,51.5,-0.47938064250302026,2702.7474954473664
-3332.4081796097835,0.23845198242207502,0.0,-122.45417440792549,459.4084058121896
-4171.409333097182,0.31053250804816585,0.0,-173.84398080658096,640.1406324210456
-70.24784696124036,0.051788452781226936,101.0,-1.9502943650734335,0.07101368683763874
-3962.0133391314025,0.20929038708196657,72.08,-11.008855790679602,25192.589331443003
-4696.9135336379,0.38885751653654793,0.0,-213.12826495034525,122.3696555920797
-4092.545981915416,0.2966313331757511,0.0,-173.52352598799155,900.0522933536427
-1742.9016176983423,0.1388736211865808,96.98,-65.67552274562948,65.88031810421255
-1837.5470774466041,0.13450998171974482,86.47,-15.060659436186548,1183.0836302443922
-2299.4291689066845,0.15115935842694478,6.38,-0.002887624270514247,6875.44162846259
-3870.9199603915545,0.27402467164744837,0.0,-119.18313569451261,1553.141194697191
-371.3495570977907,0.0685979095931385,101.0,-13.01069714607959,0.8569749651008174
-5223.317303634437,0.44063603964344733,0.0,-201.7527997620915,1893.7614614038405
-106.95194288059496,0.05547081656428375,101.0,-4.15281843174331,0.03649418034045839
-1512.8541496589357,0.12957827171543393,100.76,-71.20150242075862,36.499770993231614
-4486.0680194978195,0.35409222665699264,0.0,-201.26683466266232,208.43689081639826
-2192.091954709564,0.17170487434548964,0.0,-101.75704048737536,1.5338708320101142
-4883.619367451602,0.35085218917432986,2.01,-4.420110682049409,24100.954590649242
-2975.827337564485,0.18946094183739626,7.0,-0.0016907481504396876,20841.87319478436
-5236.449524537113,0.44582467971235723,0.0,-208.08503224862037,1507.4210777485755
-4849.748728518313,0.37700123400249314,0.0,-166.94695781497592,1859.2601088546528
-964.8274623797342,0.07104432823210123,99.0,-6.706401478936088,2353.2133477234743
-356.06074045568425,0.06693069173191651,101.0,-16.84078925460456,0.005524748134591549
-3909.713105147277,0.28186685716541054,0.0,-101.02677874602966,1248.6936680745491
-1258.0875861818904,0.12973863264863914,84.4,-24.246914778194608,119.90369672804138
-5489.865516762751,0.5042349191104489,0.0,-167.18949463498416,4235.040827356913
-4629.465008516279,0.35442921859130705,0.0,-167.97278121994145,1332.21584908284
-42.37124681167238,0.05008270422556871,101.0,-1.1968202666392767,0.024365639445940633
-5436.916657885851,0.5373624903770924,0.0,-226.2841023622394,1187.3277501815346
-4143.030122542093,0.22242867625991855,69.06,-9.800967195886836,25514.049342367427
-3879.7665962296846,0.28126546843062716,0.0,-138.22680257134652,761.291242678745
-4831.426621534428,0.3775755097471872,0.0,-190.39711730485095,1246.2649904483885
-1781.8057510262765,0.13936616190383813,6.55,-4.398614923841231,13653.051340937076
-2133.604604450008,0.11297996662699006,70.99,-2.240132200585138e-113,16138.197461749753
-537.3040547340912,0.07590216449798443,101.0,-23.72062522348995,0.2067007543746071
-4967.443379197878,0.40385903874445006,0.0,-199.86988028110972,1039.8510070068535
-68.1379514194705,0.05699307660159186,95.36,-7.487067874763951e-08,747.1546769652344
-2466.705216563267,0.1868869789754169,0.0,-115.77908734508992,6.061922415290686
-1963.5381317271124,0.14873842849702576,39.33,-45.6140689552752,336.26920924363253
-2436.963113421652,0.1858990540205426,0.0,-114.52375977886814,4.496612172770206
-1738.889238980687,0.1444498306589151,92.41,-79.55658819452705,1.3275231135531473
-5014.380603762098,0.4027784627196633,0.0,-170.97369328545304,2127.9337998042947
-4510.237526462012,0.3130982582271131,0.0,-161.54727335618358,3475.2825360611473
-345.26620956454354,0.08843836297023179,87.01,-1.5712457668893989,6538.996563520544
-2688.452857523437,0.1999254623503077,0.0,-124.95320111972396,20.543488487963774
-3247.4440071142044,0.2319728521246139,0.0,-128.7223125508486,436.1884828993177
-4793.600610712427,0.36583865511119806,0.0,-131.09360496141963,2807.3775810367424
-4828.605832596284,0.39222897054228256,0.0,-206.1656604453452,554.433221215811
-556.9045168953792,0.07685747047924339,101.0,-25.990385047692303,0.47397813935595123
-1828.144860790037,0.13525819579746645,88.15,-15.346649894528117,1148.143449460198
-508.9295442344008,0.07432278872699999,101.0,-21.10697575072096,0.4452987570253039
-3622.823373732163,0.2533608311202636,0.0,-138.30232861112196,1177.6038319962456
-3041.050369950323,0.22888890546421672,0.0,-143.50434778205977,8.08963851454942
-5556.255492627737,0.5442883136461701,0.0,-217.84566051198246,3091.140392373099
-5024.737666435376,0.36212569638979025,33.86,-32.1279231780191,24326.7521267878
-4504.762956615769,0.37729144463131803,0.0,-210.65491061414713,21.1836493155795
-2084.622651564784,0.15274468738548497,25.7,-36.84052170749574,883.039043909436
-3378.857915594369,0.25199832791600846,0.0,-155.68280006433807,53.10819735917126
-4693.670208219413,0.3773233996406336,0.0,-208.09577435019892,287.68256643200107
-1036.972495187336,0.07139369660130226,99.0,-6.737242178311701,2705.2584227778007
-444.3063074183417,0.05989693206275217,90.51,-1.2257530088478059e-32,3130.2938446247213
-4602.099674948057,0.35610384286211916,0.0,-193.6235242255339,802.8145415322173
-4896.386186529421,0.3776312958127401,0.0,-91.68054551902814,6164.246938252514
-5559.066760999966,0.5434601878611185,0.0,-199.090520092522,4316.9237042390405
-2956.8770157811837,0.2123590308665373,0.0,-123.1028056837303,258.9893492333188
-3619.6755142962343,0.25972081837929284,0.0,-120.36422715578217,717.4907334738587
-5348.238542389986,0.46745706248586916,0.0,-187.8983179616365,2913.189939942063
-3172.1653137327453,0.23221878140832058,0.0,-142.60215670038173,115.50356153614563
-2639.9603484657523,0.19697663657882214,0.0,-122.20156638777489,24.199138703022182
-5220.357138473323,0.43161377006930385,0.0,-183.23130430741722,2272.3498828666047
-5461.885598855933,0.5107387005413041,0.0,-226.68051832405797,2063.4860101668587
-4280.888242084849,0.2997059068054553,0.0,-143.09660538638383,2704.262055393136
-1590.3157374355294,0.1067888442901094,23.29,-8.923050647198245e-34,7760.141476465107
-1378.2590463463127,0.12647891154126406,100.12,-42.40175825436353,26.723005299301395
-5355.028790764972,0.48147567468986696,0.0,-223.80695830741377,1521.8617131488036
-5408.451413948232,0.4501378788527885,0.0,-183.51642774576885,6553.842121988777
-233.87705508612743,0.06179107991170583,101.0,-9.920508913332757,0.06703597932147827
-2154.622176737072,0.15776285595692024,3.16,-41.911704579342185,642.4712774320194
-773.4869178467333,0.08854852533809965,101.0,-35.686138130467654,0.16647806043925806
-332.87068328551305,0.06842466999932091,100.13,-8.440852529013002,136.91582076382153
-2771.305419604035,0.16951358677586248,5.09,-10.141219322491185,11914.915562832744
-4024.5991218509625,0.290963375789543,0.0,-93.9828345647473,1703.5917023822083
-4745.423031490717,0.3985577266568427,0.0,-216.06398289254452,106.89073144799127
-3006.0024269331807,0.19311717909450796,6.0,-5.2867804255227805e-05,17341.30149703884
-451.15097344939494,0.08251240325412652,98.31,-14.83090778434836,2509.013418653431
-431.0012153696152,0.09409459893022148,92.52,-2.322681396517466,898.9256147132952
-48.09058378918237,0.051057526754405745,101.0,-1.3216407160968806,0.034672691532445975
-3942.256703925768,0.317015017797901,0.0,-184.54134434567666,8.371755453102866
-5120.9082376131055,0.42084818290539694,0.0,-165.79971247102432,2858.04311883609
-3752.7538021201226,0.26659062751687634,0.0,-120.3997954089877,1268.6080483538517
-1557.7539857959343,0.12530014340484996,98.93,-48.49590076231595,162.58821456561319
-3703.7699547044904,0.2762595550593689,0.0,-167.3317694214981,129.17152964012976
-4306.763481395214,0.3607763625760919,0.0,-205.78130902943553,7.18434345657686
-3994.9805843755603,0.30808681494060297,0.0,-184.7981445823329,38.09665250358035
-4652.0551816424595,0.3859078967995981,0.0,-212.2058039355647,92.88263584455713
-5090.097542831455,0.49768358488453673,0.0,-229.39000577439984,120.30519015628909
-3097.7559312647713,0.22906306143163715,0.0,-143.3016565290044,29.206775047265772
-5453.4514556571985,0.5070632855682957,0.0,-226.3280495994312,2062.698386799011
-4207.00319180216,0.31001188210221126,0.0,-152.140909103642,991.9319231062733
-5007.941986387297,0.4171561775842854,0.0,-217.39978866108748,674.5590217643272
-4905.548079350613,0.4215418385256226,0.0,-219.88302380925765,182.23202432312542
-5167.00709415543,0.43840070892857663,0.0,-220.28600524061432,1141.4537387051325
-4041.513624048258,0.21574603749094268,70.84,-5.233678960563949,25571.099810198775
-3266.5384561976807,0.21259981129570713,0.0,-124.78239083075238,1785.661008619573
-4194.90511673873,0.31885156429277395,0.0,-187.90805999337664,225.19621338717414
-5219.4682614272615,0.42544444609971943,0.0,-183.38679077927804,4041.1436668736487
-5078.318147893822,0.4921940480249397,0.0,-229.120800983646,109.0555263347927
-5392.283212569135,0.5033296142743532,0.0,-182.37358707268868,1705.0415421713642
-5489.303245555444,0.5135720689193093,0.0,-198.138681316863,2701.429609727615
-5129.2273150996,0.4363166123106998,0.0,-206.2615504203719,865.4573151509757
-1986.579928131975,0.1579965111830373,0.0,-94.45690638925922,1.0237187219323505
-5521.374487713893,0.5106427003083475,0.0,-168.44940006165544,4341.391920756325
-4780.388335092267,0.2762491273804058,0.0,-100.94959349876054,6995.611577884538
-4747.48315523266,0.39480921804426183,0.0,-213.84580605970936,178.89232724066332
-4271.528055976124,0.320053765716742,0.0,-174.16635474434366,558.8167191219077
-1340.790783298002,0.11967546245806975,101.0,-63.619430053432104,0.08864095537824376
-3384.4259683617984,0.24742766213416467,0.0,-137.06752810334018,193.1641810176839
-4392.130046096717,0.3080118663219062,0.0,-102.3784988059775,5796.4406339920815
-332.1063337574872,0.08321067872068022,86.25,-1.8847370335095976,5073.042211509986
-5471.243229645001,0.5147830449637507,0.0,-225.38610575563678,2284.6387647180454
-5284.376391522966,0.45294050791072094,0.0,-210.67671204718872,2102.9880965618836
-371.90359553863846,0.08358616691811556,94.6,-2.21052613367004,594.6261272275342
-4896.8398513810735,0.37883868696995415,0.43,-92.70203636521723,4811.19722902583
-4220.739104131905,0.3329936549175787,0.0,-195.7886147978365,36.952024965870656
-1518.2384921970797,0.08426297597296493,90.46,-4.400760205342194,5285.86858506833
-3387.517506940962,0.23978029834460826,0.0,-130.58839816569352,567.489710958103
-1527.6470258146264,0.1328255653940967,100.21,-71.4562520365665,288.38858722084547
-1266.8417222799287,0.11644368895557418,101.0,-60.321282123749015,0.06713282219682697
-2878.379222954547,0.22199007128077475,0.0,-130.3674386033162,5.301591926645386
-4345.98515760383,0.3489249714085631,0.0,-200.73253812621127,45.71084488658428
-584.3903822317893,0.061628760622574594,99.0,-0.0007023040836155897,1208.4879913803734
-3753.0620906265167,0.27641410039672626,0.0,-168.29741984646355,181.69535994751152
-2176.8496138907135,0.17125203606875597,0.0,-102.97119816794981,0.8629439895949974
-5074.796554985713,0.39908536045660964,3.01,-7.125833087183902,6434.864164223558
-2090.4448139319534,0.11087306878865025,67.97,-2.4295667803647063e-18,15045.325606203629
-2084.896242671173,0.09726159151318695,93.39,-5.427524451581482,9940.572724787928
-4712.028063822714,0.3136190898443732,0.0,-173.55669427974007,4985.350929537004
-5237.133229281408,0.45663239969995206,0.0,-224.17258000139546,1021.9972797466787
-4608.956956823654,0.3603698666072237,0.0,-202.35027916175673,508.7166174435768
-5395.357959096001,0.4772927096942674,0.0,-195.6515799168218,2814.981937493193
-39.49514254465862,0.050866305958017936,101.0,-1.085789326216226,0.02308863785375876
-5060.7138679323225,0.4775149835538426,0.0,-228.44492720948972,114.66811618010293
-1888.8304779130503,0.14321826687202846,72.99,-45.92094404023441,312.9237894661152
-4427.746573614762,0.32919728012029387,0.0,-144.15250661434445,1433.2362564114517
-5235.980032175635,0.4447897883128726,0.0,-203.20511622181198,1725.051886840295
-4614.161654806714,0.35198234127902805,0.0,-165.35389702747537,1345.7221321170987
-4404.279431627206,0.3551837471060995,0.0,-202.2562989484743,67.9348901694181
-2703.2144193162544,0.19131668888270958,2.0,-58.39093466080086,1006.0946408678373
-943.5556782368095,0.06849964952102315,99.0,-4.793862773267738,2396.2521446270703
-3495.720266491783,0.2674952818991666,0.0,-165.8258579836732,5.233835855384176
-5178.724455642242,0.5170701516367797,0.0,-228.64371631333069,221.11408038863073
-5542.744314218156,0.5369876832915634,0.0,-212.65132680998693,3589.2242955358383
-726.2710128229803,0.08230296503794673,54.98,-0.2269168326462104,1367.5371225239114
-3585.1811290082487,0.26231878055456104,0.0,-160.3662280297458,250.36814065506934
-5164.89470803907,0.5493801221538771,0.0,-226.84339990703415,202.02518493367802
-4535.474421309802,0.3669113168560608,0.0,-206.17916587617077,107.2483611484724
-1796.259196256831,0.14533184096620233,101.0,-84.84597111860127,2.1449265042826093
-5420.7492099242645,0.4823678906044281,0.0,-191.0489040111392,3020.0321705225897
-2041.1964267175363,0.09627317718775716,93.75,-5.49000565505774,9593.558963942887
-5240.046325515724,0.44889282754526333,0.0,-222.53173045777893,1289.0082461231095
-5431.299868782064,0.5081256135258914,0.0,-227.49617915802872,1481.3657996703769
-1734.28054076078,0.14062687351413117,98.94,-80.8550176765017,6.426103668450176
-1018.6393114804408,0.07799119639996377,99.0,-12.470919986961423,1703.7803261470062
-2147.6311191373675,0.16888789879424576,0.0,-102.21094327837436,0.3721479004013284
-4558.296626412564,0.35019722000689657,0.0,-142.24156532898738,1072.5458739824724
-3165.0922901620283,0.22515234817071053,0.0,-101.73294717617681,652.9404284762996
-4827.194660473376,0.42262275339169253,0.0,-221.12928474651716,86.13221450937083
-1813.2341366504631,0.14659847707087986,3.77,-86.51936383629867,0.3956692847628399
-3389.263993647515,0.25414045552492115,0.0,-157.46234367637481,28.37663522858118
-5368.462608483833,0.46446564339793506,0.0,-128.64371045588916,6381.564999987948
-5390.318174016101,0.4835288185755936,0.0,-188.03482394337993,1900.9877485349841
-2305.8727233273244,0.17663310878162136,0.0,-108.4408558319761,4.984900275667185
-445.7745378815651,0.0716706694448569,101.0,-21.29202810583086,0.009293902801831021
-3358.9279518321523,0.15958664234595626,83.97,-44.335632302477826,8118.314447365423
-4314.560117896555,0.3448651554129807,0.0,-199.10357349106903,56.08515466022007
-1697.2165975755063,0.14056980258236076,101.0,-81.22721301467635,0.1792000529083248
-4518.397494929252,0.35389425468758456,0.0,-182.82167839147002,441.5034382327527
-4431.9638647435995,0.3544904588583662,0.0,-202.3070472152631,95.14088314843242
-1142.4912536776515,0.12505574456060015,95.32,-47.006475141059845,8625.243246677295
-5274.0538333847035,0.4444724490391821,0.0,-151.08873881150896,3961.483142426144
-5354.974639490986,0.4770373679089377,0.0,-227.65287454849837,2087.2316127042363
-3514.6657972929615,0.2706058047349398,0.0,-165.640452458854,7.47080154172042
-4738.516600018173,0.3626062788648932,0.0,-186.71857247698998,1595.995858105832
-3144.1472330784413,0.23474613965651508,0.0,-145.62885065461123,31.813494962444462
-5255.022377376025,0.4422295511424935,0.0,-173.5228367562173,2925.256431820881
-3598.9024745218762,0.24746036957246312,3.05,-43.95858025329643,3734.21684132369
-2979.427615933394,0.22016767147225463,0.0,-135.08234556043965,78.31851480954258
-3913.405575471592,0.29388387633269675,0.0,-176.19464312473508,134.44451379070338
-1316.9022827585532,0.07255888566009414,99.0,-0.0,9499.916498067718
